isbn,tag,generated_count,source_labels,generated_by_labels,review_required_count,skip_reasons
9788936439910,245,1,api=1,rule=1,1,
9788936439910,246,0,,,0,대체표제 근거 없음
9788936439910,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9788936439910,260,1,api=1,rule=1,1,
9788936439910,300,1,api=1,rule=1,1,
9788936439910,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9788936439910,500,0,,,0,일반주기 근거 부족: description 단순 복사 금지
9788936439910,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9788936439910,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9788936439910,653,1,ai_inference=1,llm=1,1,
9788936439910,700,1,ai_inference=1,llm=1,1,
9788936439910,710,0,,,0,단체 저작 근거 없음
9788972979968,020,1,api=1,rule=1,0,
9788972979968,041,0,,,0,번역·다국어 근거 없음: 041 생성 보류
9788972979968,056,1,api=1,rule=1,1,
9788972979968,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9788972979968,245,1,api=1,rule=1,1,
9788972979968,246,0,,,0,대체표제 근거 없음
9788972979968,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9788972979968,260,1,api=1,rule=1,1,
9788972979968,300,1,api=1,rule=1,1,
9788972979968,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9788972979968,500,0,,,0,일반주기 근거 부족: description 단순 복사 금지
9788972979968,546,0,,,0,언어주기 근거 없음: 단일 언어 추정만으로 생성 금지
9788972979968,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9788972979968,653,1,ai_inference=1,llm=1,1,
9788972979968,700,1,ai_inference=1,llm=1,1,
9788972979968,710,0,,,0,단체 저작 근거 없음
9791194100119,020,1,api=1,rule=1,0,
9791194100119,041,1,ai_inference=1,llm=1,1,
9791194100119,056,1,api=1,rule=1,1,
9791194100119,082,0,,,0,DDC 근거 없음: API 분류기호 미수집
9791194100119,245,1,api=1,rule=1,1,
9791194100119,246,0,,,0,대체표제 근거 없음
9791194100119,250,0,,,0,판사항 근거 없음: 판 표시 미수집
9791194100119,260,1,api=1,rule=1,1,
9791194100119,300,1,api=1,rule=1,1,
9791194100119,490,0,,,0,총서사항 근거 없음: 총서명 미수집
9791194100119,500,1,ai_inference=1,llm=1,1,
9791194100119,546,1,ai_inference=1,llm=1,1,
9791194100119,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791194100119,653,1,ai_inference=1,llm=1,1,
9791194100119,700,2,ai_inference=2,llm=2,2,
9791194100119,710,0,,,0,단체 저작 근거 없음
