isbn,tag,generated_count,source_labels,generated_by_labels,review_required_count,skip_reasons
9788949102689,245,1,api=1,unset=1,0,
9788949102689,246,0,,,0,대등표제 또는 이형표제 근거 없음
9788949102689,250,0,,,0,판사항 근거 없음
9788949102689,260,1,api=1,unset=1,0,
9788949102689,300,1,api=1,unset=1,0,
9788949102689,490,1,api=1,unset=1,0,
9788949102689,500,1,ai_inference=1,unset=1,1,
9788949102689,546,1,ai_inference=1,unset=1,1,
9788949102689,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9788949102689,653,1,ai_inference=1,unset=1,1,
9788949102689,700,1,api=1,unset=1,0,
9788949102689,710,0,,,0,단체 저자 근거 없음
9788949102689,830,1,api=1,unset=1,0,
9788949102689,950,0,,,0,서지 근거 부족: 임의 생성 금지
9791174760548,020,1,api=1,unset=1,1,
9791174760548,041,0,,,0,언어주기 생성 조건 미충족
9791174760548,056,1,api=1,unset=1,1,
9791174760548,082,0,,,0,DDC 근거 부족: 082 생성 보류
9791174760548,245,1,api=1,unset=1,0,
9791174760548,246,0,,,0,대체표제 근거 부족
9791174760548,250,0,,,0,판사항 근거 부족
9791174760548,260,1,api=1,unset=1,0,
9791174760548,300,0,,,0,서지기술값은 biblio에 있으나 생성 규칙상 미지정
9791174760548,490,0,,,0,총서기술은 가능하나 표기 규칙 보류
9791174760548,500,1,ai_inference=1,unset=1,1,
9791174760548,546,1,ai_inference=1,unset=1,1,
9791174760548,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791174760548,653,1,ai_inference=1,unset=1,1,
9791174760548,700,1,api=1,unset=1,0,
9791174760548,830,0,,,0,총서명은 있으나 표목형 총서 접근점 근거 부족
9791174760548,950,0,,,0,로컬 부가필드 생성 근거 없음
9788936439910,020,1,api=1,unset=1,1,
9788936439910,041,0,,,0,번역 정황이 없으므로 skipped 처리
9788936439910,056,0,,,0,근거 부족: 056 생성에 필요한 evidence 미수집
9788936439910,082,0,,,0,DDC 근거 부족: 082 생성 보류
9788936439910,245,1,api=1,unset=1,1,
9788936439910,246,0,,,0,대체표제 근거 없음
9788936439910,250,0,,,0,판차 정보 없음
9788936439910,260,1,api=1,unset=1,1,
9788936439910,300,0,,,0,서술형 면수 규격은 있으나 목록 레코드 자동 완성 근거 부족
9788936439910,490,0,,,0,총서 정보 없음
9788936439910,500,0,,,0,500보다 특정 주기 필드 우선
9788936439910,546,0,,,0,언어주기 생성 조건 미충족
9788936439910,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9788936439910,653,1,ai_inference=1,unset=1,1,
9788936439910,700,1,api=1,unset=1,1,
9788936439910,710,0,,,0,단체 저자 근거 없음
9788936439910,830,0,,,0,총서명 근거 없음
9788936439910,950,0,,,0,로컬 필드 생성 근거 없음
9788972979968,020,1,api=1,unset=1,1,
9788972979968,041,0,,,0,번역 또는 다국어 정황이 없어 생성하지 않음
9788972979968,056,1,api=1,unset=1,1,
9788972979968,082,0,,,0,DDC 근거 부족: 082 생성 보류
9788972979968,245,1,api=1,unset=1,1,
9788972979968,246,0,,,0,대체표제 근거 부족
9788972979968,250,0,,,0,판차 정보 없음
9788972979968,260,1,api=1,unset=1,1,
9788972979968,300,0,,,0,서술형 물리적 기술은 api 값만으로 보수 생성하지 않음
9788972979968,490,0,,,0,총서 정보 없음
9788972979968,500,1,ai_inference=1,unset=1,1,
9788972979968,546,1,ai_inference=1,unset=1,1,
9788972979968,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9788972979968,653,1,ai_inference=1,unset=1,1,
9788972979968,710,0,,,0,단체저자 근거 없음
9788972979968,830,0,,,0,총서명 근거 없음
9788972979968,950,1,api=1,unset=1,1,
9791194100119,020,1,api=1,unset=1,1,
9791194100119,041,0,,,0,번역 정황은 있으나 언어부호를 확정할 추가 근거 부족
9791194100119,056,0,,,0,056은 생성 가능하나 현재 요청에서 보수적으로 미생성
9791194100119,082,0,,,0,DDC 근거 부족: 082 생성 보류
9791194100119,245,1,api=1,unset=1,1,
9791194100119,246,0,,,0,대등표제 근거 없음
9791194100119,250,0,,,0,판사항 근거 없음
9791194100119,260,0,,,0,출판지 근거 부족
9791194100119,300,1,api=1,unset=1,1,
9791194100119,490,0,,,0,총서정보 근거 없음
9791194100119,500,1,ai_inference=1,unset=1,1,
9791194100119,546,0,,,0,문장형 언어주기 근거 없음
9791194100119,650,0,,,0,통제 주제명은 표목표 대조 필요: 653으로 대체
9791194100119,653,0,,,0,"근거 부족: 653 생성에 필요한 evidence 미수집: keywords, description, co_loan_books"
9791194100119,700,0,,,0,개인명 부출은 역할 구분과 표목 확정 필요
9791194100119,710,0,,,0,단체명 근거 없음
9791194100119,830,0,,,0,총서표목 근거 없음
9791194100119,950,0,,,0,로컬 부가필드 근거 없음
